0, 16380, 1
1, 16380, 1
0, 16380, 221
1, 16380, 4
0, 16380, 7155
1, 16380, 7147
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7401
1, 16380, 7169
0, 16380, 7405
1, 16380, 7171
0, 16380, 533
1, 16380, 349
0, 16380, 533
1, 16380, 349
0, 16380, 1476
1, 16380, 1290
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
0, 16380, 1818
1, 16380, 1634
