0, 16380, 1
1, 16380, 1
0, 16380, 177
1, 16380, 4
0, 16380, 3659
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 4055
1, 16380, 3811
0, 16380, 471
1, 16380, 333
0, 16380, 499
1, 16380, 361
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
0, 16380, 1646
1, 16380, 1508
