/home/k-z/.venv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:306: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
{'AlphaViT_Large': 2023.1884166770826, 'AlphaViD_Large': 1873.5847729235718, 'AlphaVDA_Large': 1648.4539863212733, 'AlphaViT_Small': 1477.3207652124736, 'AlphaViD_Small': 1189.4929123333773, 'AlphaVDA_Small': 1101.796700443558, 'AlphaViT_Multi': 1887.5660284733435, 'AlphaViD_Multi': 1699.4132028876336, 'AlphaVDA_Multi': 1583.8900429364953, 'AlphaZero': 1963.0027289926766, 'Minimax': 1181.823091727839, 'MCTS100': 1218.8040456769659, 'MCTS400': 1376.6478639831478, 'random': 775.0154414105624}

{'AlphaViT_Large': 2026.0676668989636, 'AlphaViD_Large': 1895.3708441152191, 'AlphaVDA_Large': 1648.9481223747894, 'AlphaViT_Small': 1471.4030390488915, 'AlphaViD_Small': 1175.795842454846, 'AlphaVDA_Small': 1106.0241722307987, 'AlphaViT_Multi': 1896.1436694194463, 'AlphaViD_Multi': 1698.6022646756562, 'AlphaVDA_Multi': 1579.1786276485807, 'AlphaZero': 1947.5697812979454, 'Minimax': 1187.6545141029949, 'MCTS100': 1211.7034207145064, 'MCTS400': 1383.6304199011129, 'random': 771.9076151162495}

{'AlphaViT_Large': 2025.6087178325183, 'AlphaViD_Large': 1903.7081617954466, 'AlphaVDA_Large': 1646.1386523596325, 'AlphaViT_Small': 1477.8827084215823, 'AlphaViD_Small': 1182.185708694398, 'AlphaVDA_Small': 1121.2522635954233, 'AlphaViT_Multi': 1914.690785829861, 'AlphaViD_Multi': 1675.9606764637692, 'AlphaVDA_Multi': 1577.989414233594, 'AlphaZero': 1944.843052640187, 'Minimax': 1178.0626412454415, 'MCTS100': 1197.0870114740885, 'MCTS400': 1381.7285815225025, 'random': 772.8616238915564}

{'AlphaViT_Large': 2025.0900364272857, 'AlphaViD_Large': 1907.2218269118582, 'AlphaVDA_Large': 1654.9671438806786, 'AlphaViT_Small': 1460.9441925233145, 'AlphaViD_Small': 1194.0659928980517, 'AlphaVDA_Small': 1104.6809381454705, 'AlphaViT_Multi': 1912.932689492293, 'AlphaViD_Multi': 1678.6853975003828, 'AlphaVDA_Multi': 1578.609789346836, 'AlphaZero': 1969.0499149746536, 'Minimax': 1169.0179814771902, 'MCTS100': 1192.5110460056533, 'MCTS400': 1386.4097937342242, 'random': 765.8132566821088}

{'AlphaViT_Large': 2036.3637674983738, 'AlphaViD_Large': 1903.5897424100792, 'AlphaVDA_Large': 1654.8320585553788, 'AlphaViT_Small': 1456.0820404230542, 'AlphaViD_Small': 1204.619354124139, 'AlphaVDA_Small': 1108.4579835540956, 'AlphaViT_Multi': 1919.4608246143557, 'AlphaViD_Multi': 1674.3721029167289, 'AlphaVDA_Multi': 1582.2687445502347, 'AlphaZero': 1975.4016323430042, 'Minimax': 1145.8321712473094, 'MCTS100': 1172.6468944563946, 'MCTS400': 1391.6101355397805, 'random': 774.4625477670725}

{'AlphaViT_Large': 2016.7615205393088, 'AlphaViD_Large': 1896.2569849991046, 'AlphaVDA_Large': 1668.977621569163, 'AlphaViT_Small': 1482.324788103961, 'AlphaViD_Small': 1183.813448857511, 'AlphaVDA_Small': 1110.9230909492496, 'AlphaViT_Multi': 1909.8131830205773, 'AlphaViD_Multi': 1667.5007341379592, 'AlphaVDA_Multi': 1578.1636698793486, 'AlphaZero': 1996.2117270327255, 'Minimax': 1140.2942230070232, 'MCTS100': 1193.5586548981598, 'MCTS400': 1372.6290027196217, 'random': 782.7713502862877}

Elo rating:  {'AlphaViT_Large': 2016.7615205393088, 'AlphaViD_Large': 1896.2569849991046, 'AlphaVDA_Large': 1668.977621569163, 'AlphaViT_Small': 1482.324788103961, 'AlphaViD_Small': 1183.813448857511, 'AlphaVDA_Small': 1110.9230909492496, 'AlphaViT_Multi': 1909.8131830205773, 'AlphaViD_Multi': 1667.5007341379592, 'AlphaVDA_Multi': 1578.1636698793486, 'AlphaZero': 1996.2117270327255, 'Minimax': 1140.2942230070232, 'MCTS100': 1193.5586548981598, 'MCTS400': 1372.6290027196217, 'random': 782.7713502862877}
