/home/k-z/.venv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:306: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
{'AlphaViT_Large': 1809.4724637824258, 'AlphaViD_Large': 1577.1341880487196, 'AlphaVDA_Large': 1364.6347883846338, 'AlphaViT_Small': 1955.6977669389357, 'AlphaViD_Small': 1823.949333562779, 'AlphaVDA_Small': 1868.8587437599454, 'AlphaViT_Multi': 1083.0876469358325, 'AlphaViD_Multi': 1295.292829455526, 'AlphaVDA_Multi': 996.9803703061951, 'AlphaZero': 2027.8393288789794, 'Minimax': 1356.8306575196264, 'MCTS100': 1399.5012652249798, 'MCTS400': 1550.8729498804037, 'random': 889.8476673210117}

{'AlphaViT_Large': 1799.9065562594, 'AlphaViD_Large': 1587.369245804783, 'AlphaVDA_Large': 1384.9966428507284, 'AlphaViT_Small': 1946.7582972624386, 'AlphaViD_Small': 1833.2729545555653, 'AlphaVDA_Small': 1871.91252289857, 'AlphaViT_Multi': 1079.1305652827616, 'AlphaViD_Multi': 1292.5415012176688, 'AlphaVDA_Multi': 1003.257647716553, 'AlphaZero': 2025.601749172858, 'Minimax': 1358.1227953664218, 'MCTS100': 1379.9512439212922, 'MCTS400': 1553.90022872825, 'random': 883.278048962703}

{'AlphaViT_Large': 1805.4911538597999, 'AlphaViD_Large': 1573.8471144009593, 'AlphaVDA_Large': 1389.63602222112, 'AlphaViT_Small': 1954.983977135855, 'AlphaViD_Small': 1826.5820504720261, 'AlphaVDA_Small': 1866.4239905713496, 'AlphaViT_Multi': 1083.4914408224754, 'AlphaViD_Multi': 1312.135645856462, 'AlphaVDA_Multi': 993.4356789119871, 'AlphaZero': 2031.3012053854268, 'Minimax': 1337.7334674975589, 'MCTS100': 1378.879923594456, 'MCTS400': 1576.621233955134, 'random': 869.4370953153838}

{'AlphaViT_Large': 1810.5569129498826, 'AlphaViD_Large': 1585.3415817029818, 'AlphaVDA_Large': 1385.8134668515704, 'AlphaViT_Small': 1968.9216051993117, 'AlphaViD_Small': 1805.8854080517533, 'AlphaVDA_Small': 1863.5893236124118, 'AlphaViT_Multi': 1087.1056851772785, 'AlphaViD_Multi': 1313.2366396117018, 'AlphaVDA_Multi': 992.5500649229992, 'AlphaZero': 2028.4153806993052, 'Minimax': 1343.4656636834534, 'MCTS100': 1362.3307354425936, 'MCTS400': 1580.6800886596748, 'random': 872.1074434350762}

{'AlphaViT_Large': 1818.839191553118, 'AlphaViD_Large': 1584.9287446544943, 'AlphaVDA_Large': 1368.0020612553697, 'AlphaViT_Small': 1963.2277033492649, 'AlphaViD_Small': 1802.7632585012727, 'AlphaVDA_Small': 1854.8150454467002, 'AlphaViT_Multi': 1090.17114209255, 'AlphaViD_Multi': 1307.9772844153927, 'AlphaVDA_Multi': 991.1062487199121, 'AlphaZero': 2034.3875860646494, 'Minimax': 1363.4773005045952, 'MCTS100': 1366.741000115444, 'MCTS400': 1579.3911053447614, 'random': 874.17232798247}

Elo rating:  {'AlphaViT_Large': 1818.839191553118, 'AlphaViD_Large': 1584.9287446544943, 'AlphaVDA_Large': 1368.0020612553697, 'AlphaViT_Small': 1963.2277033492649, 'AlphaViD_Small': 1802.7632585012727, 'AlphaVDA_Small': 1854.8150454467002, 'AlphaViT_Multi': 1090.17114209255, 'AlphaViD_Multi': 1307.9772844153927, 'AlphaVDA_Multi': 991.1062487199121, 'AlphaZero': 2034.3875860646494, 'Minimax': 1363.4773005045952, 'MCTS100': 1366.741000115444, 'MCTS400': 1579.3911053447614, 'random': 874.17232798247}
