time,iter,game,player_black,player_white,black_win,draw,white_win
2025-06-12T16:53:10,0,Othello66,AlphaZero,AlphaVDA_Large,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViD_Multi,AlphaVDA_Large,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViT_Small,AlphaViD_Large,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Large,AlphaViT_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViT_Small,random,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViD_Multi,AlphaViT_Small,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViT_Small,MCTS400,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Multi,AlphaViD_Large,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViT_Large,AlphaViT_Small,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaZero,AlphaViD_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Multi,MCTS100,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViD_Multi,AlphaVDA_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaZero,MCTS100,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Small,Minimax,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViD_Multi,Minimax,1,0,0
2025-06-12T16:53:10,0,Othello66,MCTS100,AlphaViD_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViT_Large,AlphaZero,0,0,1
2025-06-12T16:53:10,0,Othello66,Minimax,MCTS400,1,0,0
2025-06-12T16:53:10,0,Othello66,MCTS100,AlphaZero,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViT_Large,AlphaViD_Small,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Large,AlphaZero,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViD_Small,random,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Multi,AlphaVDA_Large,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaZero,AlphaViD_Large,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViD_Small,AlphaVDA_Large,1,0,0
2025-06-12T16:53:10,0,Othello66,Minimax,AlphaVDA_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViT_Large,AlphaViD_Large,1,0,0
2025-06-12T16:53:10,0,Othello66,Minimax,AlphaZero,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViD_Large,MCTS100,0,0,1
2025-06-12T16:53:10,0,Othello66,Minimax,AlphaViD_Small,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Multi,random,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViD_Large,AlphaViT_Large,0,0,1
2025-06-12T16:53:10,0,Othello66,Minimax,AlphaViT_Multi,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViT_Small,AlphaZero,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViD_Large,AlphaVDA_Small,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Multi,AlphaViT_Multi,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaVDA_Multi,Minimax,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViD_Large,MCTS400,0,0,1
2025-06-12T16:53:10,0,Othello66,Minimax,AlphaViT_Large,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaZero,AlphaViT_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViT_Large,AlphaViT_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViD_Multi,MCTS100,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaZero,AlphaViT_Small,0,0,1
2025-06-12T16:53:10,0,Othello66,AlphaViT_Large,AlphaVDA_Multi,1,0,0
2025-06-12T16:53:10,0,Othello66,AlphaViT_Multi,AlphaViD_Multi,0,0,1
