/home/k-z/.venv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:306: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
{'AlphaViT_Large': 1828.459981911219, 'AlphaViD_Large': 1748.7826994179622, 'AlphaVDA_Large': 1727.7532168861267, 'AlphaViT_Small': 1214.8913058883913, 'AlphaViD_Small': 1186.6324237710264, 'AlphaVDA_Small': 1220.7303889534874, 'AlphaViT_Multi': 1948.1490401854269, 'AlphaViD_Multi': 1723.8779515870917, 'AlphaVDA_Multi': 1676.3706986856994, 'AlphaZero': 2088.3386434452345, 'Minimax': 1019.0326514110152, 'MCTS100': 1326.9760932841539, 'MCTS400': 1519.9177054449037, 'random': 770.0871991282582}

{'AlphaViT_Large': 1830.1335888248125, 'AlphaViD_Large': 1752.439122531213, 'AlphaVDA_Large': 1743.2245217011691, 'AlphaViT_Small': 1207.892309352169, 'AlphaViD_Small': 1194.9097830188894, 'AlphaVDA_Small': 1213.4774838561013, 'AlphaViT_Multi': 1945.4649069778882, 'AlphaViD_Multi': 1728.9086119564206, 'AlphaVDA_Multi': 1665.6308096540527, 'AlphaZero': 2096.1833885890674, 'Minimax': 1020.8466637059385, 'MCTS100': 1322.3350363567306, 'MCTS400': 1516.2040704978526, 'random': 762.3497029776919}

{'AlphaViT_Large': 1836.3019581867911, 'AlphaViD_Large': 1749.3810282244276, 'AlphaVDA_Large': 1752.4001449309787, 'AlphaViT_Small': 1209.029347331028, 'AlphaViD_Small': 1174.9917019781099, 'AlphaVDA_Small': 1236.3654623921977, 'AlphaViT_Multi': 1942.8112817481074, 'AlphaViD_Multi': 1732.2298328419017, 'AlphaVDA_Multi': 1668.9514802329297, 'AlphaZero': 2099.5543018384074, 'Minimax': 1014.9967411337896, 'MCTS100': 1299.5502665762294, 'MCTS400': 1520.6281459549841, 'random': 762.808306630115}

{'AlphaViT_Large': 1846.2249271003402, 'AlphaViD_Large': 1738.6713110601906, 'AlphaVDA_Large': 1753.570716151296, 'AlphaViT_Small': 1209.6849582286302, 'AlphaViD_Small': 1180.5103568524871, 'AlphaVDA_Small': 1232.345020395028, 'AlphaViT_Multi': 1948.5139589552323, 'AlphaViD_Multi': 1742.2482222924048, 'AlphaVDA_Multi': 1675.5449243795797, 'AlphaZero': 2106.8818497448865, 'Minimax': 1009.108406754324, 'MCTS100': 1287.8705136260946, 'MCTS400': 1505.6001516051715, 'random': 763.2246828543316}

{'AlphaViT_Large': 1846.3025707874306, 'AlphaViD_Large': 1738.9863342412698, 'AlphaVDA_Large': 1746.4078326952335, 'AlphaViT_Small': 1202.151580247638, 'AlphaViD_Small': 1177.3007468203555, 'AlphaVDA_Small': 1251.2414250021166, 'AlphaViT_Multi': 1949.7104621402307, 'AlphaViD_Multi': 1744.5780167995674, 'AlphaVDA_Multi': 1669.0152666410963, 'AlphaZero': 2113.734516125112, 'Minimax': 1011.8850750385571, 'MCTS100': 1277.6818343440648, 'MCTS400': 1515.572658969793, 'random': 755.431680147532}

Elo rating:  {'AlphaViT_Large': 1846.3025707874306, 'AlphaViD_Large': 1738.9863342412698, 'AlphaVDA_Large': 1746.4078326952335, 'AlphaViT_Small': 1202.151580247638, 'AlphaViD_Small': 1177.3007468203555, 'AlphaVDA_Small': 1251.2414250021166, 'AlphaViT_Multi': 1949.7104621402307, 'AlphaViD_Multi': 1744.5780167995674, 'AlphaVDA_Multi': 1669.0152666410963, 'AlphaZero': 2113.734516125112, 'Minimax': 1011.8850750385571, 'MCTS100': 1277.6818343440648, 'MCTS400': 1515.572658969793, 'random': 755.431680147532}
