/home/k-z/.venv/lib/python3.11/site-packages/torch/nn/modules/transformer.py:306: UserWarning: enable_nested_tensor is True, but self.use_nested_tensor is False because encoder_layer.norm_first was True
  warnings.warn(f"enable_nested_tensor is True, but self.use_nested_tensor is False because {why_not_sparsity_fast_path}")
{'AlphaViT_Large': 1649.0228966528464, 'AlphaViD_Large': 1528.969572312317, 'AlphaVDA_Large': 1266.363965302691, 'AlphaViT_Small': 1761.4301115663745, 'AlphaViD_Small': 1776.8605332398108, 'AlphaVDA_Small': 1764.798031194731, 'AlphaViT_Multi': 1645.9616765339392, 'AlphaViD_Multi': 1405.0284102464288, 'AlphaVDA_Multi': 1182.4596506228663, 'AlphaZero': 1794.7563524515103, 'Minimax': 1339.7519051371419, 'MCTS100': 1362.1532035391936, 'MCTS400': 1659.80678235953, 'random': 862.6369088406185}

{'AlphaViT_Large': 1652.6692357339539, 'AlphaViD_Large': 1511.427887589233, 'AlphaVDA_Large': 1262.7270572799387, 'AlphaViT_Small': 1757.525939144682, 'AlphaViD_Small': 1776.9866274459816, 'AlphaVDA_Small': 1771.1027268089756, 'AlphaViT_Multi': 1638.0192393265527, 'AlphaViD_Multi': 1394.9730205037588, 'AlphaVDA_Multi': 1190.4643287392626, 'AlphaZero': 1795.4095208347057, 'Minimax': 1334.3578244942616, 'MCTS100': 1379.0886056819106, 'MCTS400': 1675.716045265174, 'random': 859.531941151608}

{'AlphaViT_Large': 1654.3686437393542, 'AlphaViD_Large': 1505.301873818528, 'AlphaVDA_Large': 1265.849426132195, 'AlphaViT_Small': 1753.5924342878263, 'AlphaViD_Small': 1773.7326391434628, 'AlphaVDA_Small': 1771.851980080466, 'AlphaViT_Multi': 1644.198749029055, 'AlphaViD_Multi': 1384.264342281325, 'AlphaVDA_Multi': 1189.8745961320978, 'AlphaZero': 1799.9675743628695, 'Minimax': 1341.053430205326, 'MCTS100': 1385.3680101906407, 'MCTS400': 1674.1169687440956, 'random': 856.4593318527556}

{'AlphaViT_Large': 1661.165300383755, 'AlphaViD_Large': 1508.1760975886464, 'AlphaVDA_Large': 1250.518103717807, 'AlphaViT_Small': 1754.5945957198671, 'AlphaViD_Small': 1774.9894431265886, 'AlphaVDA_Small': 1765.8772864607056, 'AlphaViT_Multi': 1654.8172130911335, 'AlphaViD_Multi': 1385.6207046286058, 'AlphaVDA_Multi': 1185.7389644469333, 'AlphaZero': 1799.9024545122427, 'Minimax': 1351.15977750859, 'MCTS100': 1375.3233947756512, 'MCTS400': 1678.6837315699881, 'random': 853.4329324694831}

{'AlphaViT_Large': 1665.5044426157694, 'AlphaViD_Large': 1514.4338269408568, 'AlphaVDA_Large': 1274.489496396604, 'AlphaViT_Small': 1763.0237559161988, 'AlphaViD_Small': 1771.942260756592, 'AlphaVDA_Small': 1773.0785213213887, 'AlphaViT_Multi': 1638.0005659998355, 'AlphaViD_Multi': 1375.8128829979034, 'AlphaVDA_Multi': 1159.5307895536039, 'AlphaZero': 1800.2923413206474, 'Minimax': 1347.5108313103892, 'MCTS100': 1371.1906894974486, 'MCTS400': 1690.9175964920516, 'random': 854.2719988807081}

{'AlphaViT_Large': 1651.8974350723508, 'AlphaViD_Large': 1519.075665170716, 'AlphaVDA_Large': 1265.49001962825, 'AlphaViT_Small': 1773.7031678790993, 'AlphaViD_Small': 1774.0481323160975, 'AlphaVDA_Small': 1778.062722442705, 'AlphaViT_Multi': 1644.38086425192, 'AlphaViD_Multi': 1374.863573796982, 'AlphaVDA_Multi': 1162.8262224315267, 'AlphaZero': 1803.8958197900495, 'Minimax': 1339.3495927501924, 'MCTS100': 1378.1764310902201, 'MCTS400': 1683.1997625867473, 'random': 851.0305907931406}

{'AlphaViT_Large': 1644.7853127299306, 'AlphaViD_Large': 1508.50348799537, 'AlphaVDA_Large': 1260.5005409673781, 'AlphaViT_Small': 1764.0439098166823, 'AlphaViD_Small': 1779.397396356616, 'AlphaVDA_Small': 1770.8609086943407, 'AlphaViT_Multi': 1656.049524002566, 'AlphaViD_Multi': 1378.0526115601456, 'AlphaVDA_Multi': 1169.9163901365498, 'AlphaZero': 1806.8226774950165, 'Minimax': 1348.1829346298096, 'MCTS100': 1380.4872997482146, 'MCTS400': 1680.4822333561112, 'random': 851.9147725112665}

Elo rating:  {'AlphaViT_Large': 1644.7853127299306, 'AlphaViD_Large': 1508.50348799537, 'AlphaVDA_Large': 1260.5005409673781, 'AlphaViT_Small': 1764.0439098166823, 'AlphaViD_Small': 1779.397396356616, 'AlphaVDA_Small': 1770.8609086943407, 'AlphaViT_Multi': 1656.049524002566, 'AlphaViD_Multi': 1378.0526115601456, 'AlphaVDA_Multi': 1169.9163901365498, 'AlphaZero': 1806.8226774950165, 'Minimax': 1348.1829346298096, 'MCTS100': 1380.4872997482146, 'MCTS400': 1680.4822333561112, 'random': 851.9147725112665}
